index,target_paper,ref_href,ref_title,text,CurDBCode,down_link,file_name,uuid,res
79,对赌协议中应纳税所得额确定之研究——以海南航空、斯太尔动力、星马汽车为例,/kcms/detail/detail.aspx?filename=SGLK200901004&dbcode=CJFQ&dbname=CJFD2009&v=,“对赌协议”的经济学研究,"[32]“对赌协议”的经济学研究[J]. 张波,费一文,黄培清.  上海管理科学.
         2009(01)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=MdlTvgXT4N1UXFjNkZkdi9iUMdlSKhTQ5hTY5RWRQZjSP1GdsFjNUV2Nzh2alxkb55UNhVlVFRmelhVS3VVbTdXMzg1Q4Q0VGNUdrtWcDVzSVp1UUVGVBR1SoRlQvZzZH92NJ5WbnFHdMZzZT1EdvEWd5UHTHVlU&tablename=CJFD2009,SGLK200901004,4d0bbbec-2314-11e9-82bc-186590e0235b,
80,对赌协议中应纳税所得额确定之研究——以海南航空、斯太尔动力、星马汽车为例,/kcms/detail/detail.aspx?filename=CWKJ200620017&dbcode=CJFQ&dbname=CJFD2006&v=,机构投资者“对赌协议”的治理效应与财务启示,"[33]机构投资者“对赌协议”的治理效应与财务启示[J]. 汤谷良,刘辉.  财务与会计.
         2006(20)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=MdlTvgXT4N1UXFjNkZkdi9iUMdlSKhTQ5hTY5RWRQZjSP1GdsFjNUV2Nzh2alxkb55UNhVlVFRmelhVSwo0cpJHejhma0wkV4YVWtdkc5ZTWMdjMndzUrMke1ZmRvZzZH92NJ5WbnFHdMZzZT1EdvEWd5UHTHVlU&tablename=CJFD2006,CWKJ200620017,4d0bbd40-2314-11e9-ba79-186590e0235b,
81,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=KJGL201714002&dbcode=CJFQ&dbname=CJFD2017&v=,企业国际化能够提升企业创新能力吗?——基于中国上市公司面板数据检验,"[1]企业国际化能够提升企业创新能力吗?——基于中国上市公司面板数据检验[J]. 彭松林,周超.  科技管理研究.
         2017(14)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=MdlTvgXT4N1UXFjNkZkdi9iUMdlSKhTQ5hTY5RWRQZjSP1GdsFjNUV2Nzh2alxkb55UNhVlVFRmelhVSLlDaUNlNKdmQIdHT5ITYKhnbjJFSRRUS2tCawsiSxNWdUJ3QoBneDV3SoFHdMZzZT1EdvEWd5UHTHVlU&tablename=CJFDLAST2017,KJGL201714002,4d0bbe4c-2314-11e9-8659-186590e0235b,
82,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=CWJC201706010&dbcode=CJFQ&dbname=CJFD2017&v=,实际控制人、股权激励与公司绩效关系的实证研究——来自创业板数据的分析,"[2]实际控制人、股权激励与公司绩效关系的实证研究——来自创业板数据的分析[J]. 张丽.  国际商务财会.
         2017(06)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=MdlTvgXT4N1UXFjNkZkdi9iUMdlSKhTQ5hTY5RWRQZjSP1GdsFjNUV2Nzh2alxkb55UNhVlVFRmelhVSjNXarw2QvAnM1NWSatkVhtUZvIDZwAjS3Y1UUtETUhXZBtyZH92NJ5WbnFHdMZzZT1EdvEWd5UHTHVlU&tablename=CJFDLAST2017,CWJC201706010,4d0bbf48-2314-11e9-88ff-186590e0235b,
83,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=GGYY201703010&dbcode=CJFQ&dbname=CJFD2017&v=,民营企业家的影响力与企业的异地并购——基于中小板企业实际控制人政治关联层级的实证发现,"[3]民营企业家的影响力与企业的异地并购——基于中小板企业实际控制人政治关联层级的实证发现[J]. 蔡庆丰,田霖,郭俊峰.  中国工业经济.
         2017(03)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=FREclFlUWZDSYBXbq9SchpUWwoGOPh1VFhFW6hDNF9Ud3MlYDx0SINmbx9Sao5WUDR0K5Z0TY9WZ5lETBFmdTJGZ1YTexkVcMRFdpdGSN9mMFpVRNlFOsdzNjdTYohGR3p1Lpl2MxdlRygndRNUZyQWM4YDOkN3T&tablename=CJFDLAST2017,GGYY201703010,4d0bc092-2314-11e9-9ecb-186590e0235b,
84,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=KXXG201701015&dbcode=CJFQ&dbname=CJFD2017&v=,技术创新、企业社会责任与企业竞争力——基于上市公司数据的实证分析,"[4]技术创新、企业社会责任与企业竞争力——基于上市公司数据的实证分析[J]. 李文茜,刘益.  科学学与科学技术管理.
         2017(01)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=FREclFlUWZDSYBXbq9SchpUWwoGOPh1VFhFW6hDNF9Ud3MlYDx0SINmbx9Sao5WUDR0K5Z0TY9WZ5lETFtWRK1WNtFkVL1mT0hmak52bwxUSCZ0ZzAlWrkXcj1WW1NjSvMXUZRkNxdlRygndRNUZyQWM4YDOkN3T&tablename=CJFDLAST2017,KXXG201701015,4d0bc1a2-2314-11e9-b860-186590e0235b,
85,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=JSJI201608001&dbcode=CJFQ&dbname=CJFD2016&v=,国际化战略与企业研发创新能力——来自中国制造业上市公司的经验证据,"[5]国际化战略与企业研发创新能力——来自中国制造业上市公司的经验证据[J]. 代彬,何勤勤,刘星.  技术经济.
         2016(08)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=FREclFlUWZDSYBXbq9SchpUWwoGOPh1VFhFW6hDNF9Ud3MlYDx0SINmbx9Sao5WUDR0K5Z0TY9WZ5lET1E1K6pmR30mWxsSQBpWM3ZFTGhFeiVTcMhmeDpkaLtSZohGR3p1Lpl2MxdlRygndRNUZyQWM4YDOkN3T&tablename=CJFDLAST2016,JSJI201608001,4d0bc29c-2314-11e9-8e05-186590e0235b,
86,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=BJWL201604019&dbcode=CJFQ&dbname=CJFD2016&v=,实际控制人的特征、多元化经营与财务风险——基于浙江玻璃公司的案例研究,"[6]实际控制人的特征、多元化经营与财务风险——基于浙江玻璃公司的案例研究[J]. 柴斌锋,竺素娥.  宝鸡文理学院学报(社会科学版).
         2016(04)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=FREclFlUWZDSYBXbq9SchpUWwoGOPh1VFhFW6hDNF9Ud3MlYDx0SINmbx9Sao5WUDR0K5Z0TY9WZ5lETMNEeMlnNRB1Nj1GMulWayFHWDBDTMtiWZ9kbxYGczQjZChmU6VmWWRkNxdlRygndRNUZyQWM4YDOkN3T&tablename=CJFDLAST2016,BJWL201604019,4d0bc3e4-2314-11e9-a508-186590e0235b,
87,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=KXXG201608010&dbcode=CJFQ&dbname=CJFD2016&v=,国际化视角下企业集团对子公司创新绩效的影响研究,"[7]国际化视角下企业集团对子公司创新绩效的影响研究[J]. 高照军.  科学学与科学技术管理.
         2016(08)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=FREclFlUWZDSYBXbq9SchpUWwoGOPh1VFhFW6hDNF9Ud3MlYDx0SINmbx9Sao5WUDR0K5Z0TY9WZ5lETPhGSDlTSzNzLltmeURWZ59WbZZkTmJnUNxkT1JjY0onY1NjSvMXUZRkNxdlRygndRNUZyQWM4YDOkN3T&tablename=CJFDLAST2016,KXXG201608010,4d0bc470-2314-11e9-a17d-186590e0235b,
88,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=HDXB201604016&dbcode=CJFQ&dbname=CJFD2016&v=,股权集中度、债务约束与技术创新——基于战略性新兴产业上市公司的经验证据,"[8]股权集中度、债务约束与技术创新——基于战略性新兴产业上市公司的经验证据[J]. 李小娟.  湖南大学学报(社会科学版).
         2016(04)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=MhncOlGRLlGayIUSKRlWTlWeEpXODl3QElTeGp1dlRndFlmSQl0MpV1TJNnZjtmYz8CRZF3R5d0UiN3TCJVU21Wd4MkUJlWV4VTZY1UNycFTNR2LzUkUwk3dDBXeJVUW1pVQ4g1MDp0YjlUesdDdTJ0Z1cjb3hFd&tablename=CJFDLAST2016,HDXB201604016,4d0bc4f0-2314-11e9-9aa3-186590e0235b,
89,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=DWMY201604014&dbcode=CJFQ&dbname=CJFD2016&v=,新兴市场企业的国际化水平、研发管理与技术创新绩效的关系研究,"[9]新兴市场企业的国际化水平、研发管理与技术创新绩效的关系研究[J]. 吴剑峰,乔璐,杨震宁.  国际商务(对外经济贸易大学学报).
         2016(04)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=MhncOlGRLlGayIUSKRlWTlWeEpXODl3QElTeGp1dlRndFlmSQl0MpV1TJNnZjtmYz8CRZF3R5d0UiN3TJt2Q2FzZGhXZBlHcsh2NxcTSkFjNpJVZ1kVQBBVNM1kdVlDO6JVSY1kZHp0YjlUesdDdTJ0Z1cjb3hFd&tablename=CJFDLAST2016,DWMY201604014,4d0bc5b0-2314-11e9-9fb9-186590e0235b,
90,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=ZJJW201603007&dbcode=CJFQ&dbname=CJFD2016&v=,家族企业实际控制人“亲政”——基于法与金融的视角,"[10]家族企业实际控制人“亲政”——基于法与金融的视角[J]. 山立威,杨超.  中国经济问题.
         2016(03)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=MhncOlGRLlGayIUSKRlWTlWeEpXODl3QElTeGp1dlRndFlmSQl0MpV1TJNnZjtmYz8CRZF3R5d0UiN3T51EeFFWZqVkTB52ciZVOmlzdWdTOnB1bwomTr8CNM1kdVlDO6JVSY1kZHp0YjlUesdDdTJ0Z1cjb3hFd&tablename=CJFDLAST2016,ZJJW201603007,4d0bc630-2314-11e9-a1e9-186590e0235b,
91,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES8C8E57DF9FA302F9F33BD9D3DC4F16D8&dbcode=SJES,Short- and long-run effects of internationalization and R&D; intensity on firm performance,"[1]Short- and long-run effects of internationalization and R&D; intensity on firm performance[J] .   
    Chaiporn Vithessonthi,Olimpia C. Racela. &nbspJournal; of Multinational Financial Management .      
    2015",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1115_U/SJES8C8E57DF9FA302F9F33BD9D3DC4F16D8,SJES8C8E57DF9FA302F9F33BD9D3DC4F16D8,4d0bc6ac-2314-11e9-855a-186590e0235b,http://www.sciencedirect.com/science/article/pii/S1042444X15300104
92,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES15120700699052&dbcode=SJES,"Ownership structure, governance, and innovation","[2]Ownership structure, governance, and innovation[J] .   
    Raoul Minetti,Pierluigi Murro,Monica Paiella. &nbspEuropean; Economic Review .      
    2015",SSJD,http://d.scholar.cnki.net/Link/Url/SJES3610_U/SJES15120700699052,SJES15120700699052,4d0bc72c-2314-11e9-93b3-186590e0235b,http://www.sciencedirect.com/science/article/pii/S0014292115001452
93,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJESC3A63DF1D024C8A1F2E2E2D0941381E9&dbcode=SJES,Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,"[3]Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development[J] .   
    Jie Wu,Chengqi Wang,Junjie Hong,Panagiotis Piperopoulos,Shuaihe Zhuo. &nbspJournal; of World Business .      
    2015",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1516_U/SJESC3A63DF1D024C8A1F2E2E2D0941381E9,SJESC3A63DF1D024C8A1F2E2E2D0941381E9,4d0bc7ae-2314-11e9-8ca1-186590e0235b,http://www.sciencedirect.com/science/article/pii/S1090951615000784
94,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES15122500414265&dbcode=SJES,Market orientation and innovation performance: The moderating roles of firm ownership structures,"[4]Market orientation and innovation performance: The moderating roles of firm ownership structures[J] .   
    Jing Song,Yinghong (Susan) Wei,Rui Wang. &nbspInternational; Journal of Research in Marketing .      
    2015
      (3)
    ",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1718_U/SJES15122500414265,SJES15122500414265,4d0bc826-2314-11e9-914f-186590e0235b,http://www.sciencedirect.com/science/article/pii/S0167811615000415
95,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJESA109EE203698030188B5AEBE1FCBB3AD&dbcode=SJES,"Direct and Indirect International Experience of Shareholders, Ownership Structure and Cross-border M&A;","[5]Direct and Indirect International Experience of Shareholders, Ownership Structure and Cross-border M&A;[J] .   
    Chenxi Guo,Ping Lv. &nbspProcedia; Computer Science .      
    2015",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1516_U/SJESA109EE203698030188B5AEBE1FCBB3AD,SJESA109EE203698030188B5AEBE1FCBB3AD,4d0bc8e4-2314-11e9-8eeb-186590e0235b,http://www.sciencedirect.com/science/article/pii/S1877050915015446
96,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES14121200077321&dbcode=SJES,Ownership structure and collateral requirements: Evidence from China’s listed firms,"[6]Ownership structure and collateral requirements: Evidence from China’s listed firms[J] .   
    Can An,Xiaofei Pan,Gary Gang Tian. &nbspInternational; Review of Financial Analysis .      
    2014",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1718_U/SJES14121200077321,SJES14121200077321,4d0bc964-2314-11e9-aa9e-186590e0235b,http://www.sciencedirect.com/science/article/pii/S1057521914001392
97,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES14121200072513&dbcode=SJES,"How Do Marketing, Research and Development Capabilities, and Degree of Internationalization Synergistically Affect the Innovation Performance of Small and Medium-Sized Enterprises (SMEs)? A Panel Data Study of Chinese SMEs","[7]How Do Marketing, Research and Development Capabilities, and Degree of Internationalization Synergistically Affect the Innovation Performance of Small and Medium-Sized Enterprises (SMEs)? A Panel Data Study of Chinese SMEs[J] .   
    Shengce Ren,Andreas B. Eisingerich,Huei-Ting Tsai. &nbspInternational; Business Review .      
    2014",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1115_U/SJES14121200072513,SJES14121200072513,4d0bc9e8-2314-11e9-921e-186590e0235b,http://www.sciencedirect.com/science/article/pii/S0969593114001851
98,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES14110700355890&dbcode=SJES,Is the degree of internationalization associated with the use of knowledge intensive services or with innovation?,"[8]Is the degree of internationalization associated with the use of knowledge intensive services or with innovation?[J] .   
    Richard Shearmur,David Doloreux,Anika Laperrière. &nbspInternational; Business Review .      
    2014",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1115_U/SJES14110700355890,SJES14110700355890,4d0bca9c-2314-11e9-815f-186590e0235b,http://www.sciencedirect.com/science/article/pii/S0969593114001541
99,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES14110700355866&dbcode=SJES,R&D; internationalization and innovation performance,"[9]R&D; internationalization and innovation performance[J] .   
    Chia-Wen Hsu,Yung-Chih Lien,Homin Chen. &nbspInternational; Business Review .      
    2014",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1718_U/SJES14110700355866,SJES14110700355866,4d0bcb26-2314-11e9-8fb5-186590e0235b,http://www.sciencedirect.com/science/article/pii/S0969593114001127
100,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SJES13050900015965&dbcode=SJES,Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,"[10]Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control[J] .   
    Simon Shufeng Xiao,Insik Jeong,Jon Jungbien Moon,Chris Changwha Chung,Jaiho Chung. &nbspJournal; of International Management .      
    2013
      (2)
    ",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1718_U/SJES13050900015965,SJES13050900015965,4d0bcb9e-2314-11e9-95be-186590e0235b,http://www.sciencedirect.com/science/article/pii/S1075425313000021
101,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=DDCJ201603008&dbcode=CJFQ&dbname=CJFD2016&v=,家族企业实际控制人的任期如何影响企业绩效,"[11]家族企业实际控制人的任期如何影响企业绩效[J]. 杨超,山立威.  当代财经.
         2016(03)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5IHZKBFd1kzT1FHTRJHNZR0aodlRYZlRrJkepdDNltSTHJXTSFXdohTTwlFdRdlQqJTNqd3ahNUSyBXWIREOy4mSSRXRmNjbLtmW6d3ZJF1RZhlW5JXQHFmVExkRUVFRzIWd0dWM2oVUvgVVMhUYkZmeXxWa1lzV&tablename=CJFDLAST2016,DDCJ201603008,4d0bcc5e-2314-11e9-ae7e-186590e0235b,
102,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=JZGC201601016&dbcode=CJFQ&dbname=CJFD2016&v=,基于股权激励机制的上市公司经营绩效分析,"[12]基于股权激励机制的上市公司经营绩效分析[J]. 白天.  价值工程.
         2016(01)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5IHZKBFd1kzT1FHTRJHNZR0aodlRYZlRrJkepdDNltSTHJXTSFXdohTTwlFdRdlQqJTNqd3ahNUSyBXWW1WQyp0RtZ2QMBnTtdEexVUZuJ2YLF2R0cjezNkVExkRUVFRzIWd0dWM2oVUvgVVMhUYkZmeXxWa1lzV&tablename=CJFDLAST2016,JZGC201601016,4d0bcce2-2314-11e9-9310-186590e0235b,
103,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=ZQDB201510006&dbcode=CJFQ&dbname=CJFD2015&v=,股权结构、价值链属性与技术创新——基于中国信息技术企业的实证分析,"[13]股权结构、价值链属性与技术创新——基于中国信息技术企业的实证分析[J]. 顾露露,岑怡,郭三,张凯歌.  证券市场导报.
         2015(10)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5IHZKBFd1kzT1FHTRJHNZR0aodlRYZlRrJkepdDNltSTHJXTSFXdohTTwlFdRdlQqJTNqd3ahNUSyBXWiRDcWZHaoZkZOZnUSdHblpWbrsEaiRkZLxGOEhlbLNXRUVFRzIWd0dWM2oVUvgVVMhUYkZmeXxWa1lzV&tablename=CJFDLAST2015,ZQDB201510006,4d0bcd58-2314-11e9-a8da-186590e0235b,
104,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=WHJT201503011&dbcode=CJFQ&dbname=CJFD2015&v=,实际控制人性质、控制权转移与盈余管理,"[14]实际控制人性质、控制权转移与盈余管理[J]. 唐建新,胡海燕.  武汉理工大学学报(社会科学版).
         2015(03)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=lJkVQBXUChzQSN3clR3a3pGcQhTQ5p0QwNGawMUdxc2VvonVYB1Vo1USIpGRn1kdSFWd4d2YCZldUNlYrVjN5wmRFRHVodTREV0dvk1RNNGasRnZWVDRS5UVa9kNSh3Z4MVTJVTbB1UYPZWRCR2RzQVOyIXOKd2Y&tablename=CJFDLAST2015,WHJT201503011,4d0bce22-2314-11e9-b908-186590e0235b,
105,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=YJSC201411013&dbcode=CJFQ&dbname=CJFD2014&v=,民营上市公司实际控制人特征与企业绩效的实证研究,"[15]民营上市公司实际控制人特征与企业绩效的实证研究[J]. 吴少武.  市场研究.
         2014(11)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=lJkVQBXUChzQSN3clR3a3pGcQhTQ5p0QwNGawMUdxc2VvonVYB1Vo1USIpGRn1kdSFWd4d2YCZldUNlYJBVRYpUY2J2K0c2YqZVTv9SbvsWSVNnRKtiUEFVWzMDcOhjSyQVO0FmRF1UYPZWRCR2RzQVOyIXOKd2Y&tablename=CJFDLAST2015,YJSC201411013,4d0bcea2-2314-11e9-9406-186590e0235b,
106,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=KJZY201414012&dbcode=CJFQ&dbname=CJFD2014&v=,实际控制人异质性与企业扩张的实证研究——来自民营上市公司的经验研究,"[16]实际控制人异质性与企业扩张的实证研究——来自民营上市公司的经验研究[J]. 郑旸,柴斌锋,金丽珍.  会计之友.
         2014(14)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=lJkVQBXUChzQSN3clR3a3pGcQhTQ5p0QwNGawMUdxc2VvonVYB1Vo1USIpGRn1kdSFWd4d2YCZldUNlY1BjRwNjdZNVNw4UYWZmWlhkYNVVN3V2RtdTRUZWVwQWdOhjSyQVO0FmRF1UYPZWRCR2RzQVOyIXOKd2Y&tablename=CJFD2014,KJZY201414012,4d0bcf24-2314-11e9-9aba-186590e0235b,
107,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=KJZY201411019&dbcode=CJFQ&dbname=CJFD2014&v=,实际控制人特征和企业财务风险关系的探讨,"[17]实际控制人特征和企业财务风险关系的探讨[J]. 叶彬,柴斌锋,李先琦.  会计之友.
         2014(11)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=lJkVQBXUChzQSN3clR3a3pGcQhTQ5p0QwNGawMUdxc2VvonVYB1Vo1USIpGRn1kdSFWd4d2YCZldUNlYNVWdZxURkV2c28WVSBndxcDcFBnZk9EWBZzYv9WVwQWdOhjSyQVO0FmRF1UYPZWRCR2RzQVOyIXOKd2Y&tablename=CJFD2014,KJZY201411019,4d0bcff6-2314-11e9-993e-186590e0235b,
108,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=CKTX201409011&dbcode=CJFQ&dbname=CJFD2014&v=,不同民营化方式民企政治背景与企业价值研究——基于民营企业2006-2011年沪深A股数据的实证研究,"[18]不同民营化方式民企政治背景与企业价值研究——基于民营企业2006-2011年沪深A股数据的实证研究[J]. 朱策,毕菲.  财会通讯.
         2014(09)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=lJkVQBXUChzQSN3clR3a3pGcQhTQ5p0QwNGawMUdxc2VvonVYB1Vo1USIpGRn1kdSFWd4d2YCZldUNlYV1EelJndyNDcLF1Unp3a4dVeKJVSzQTNWRzT5pWVwQWdOhjSyQVO0FmRF1UYPZWRCR2RzQVOyIXOKd2Y&tablename=CJFD2014,CKTX201409011,4d0bd078-2314-11e9-8e5b-186590e0235b,
109,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=JRLS201402026&dbcode=CJFQ&dbname=CJFD2014&v=,实际控制人身份在银行信贷决策中的作用——基于对会计信息替代视角分析,"[19]实际控制人身份在银行信贷决策中的作用——基于对会计信息替代视角分析[J]. 朱瑞华.  金融理论与实践.
         2014(02)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=ihUS01GNwRTOXVGauFkerokT31ERilGZHhjY2YVcPBlUF9Se3NXbNVXaJdXcJtmYiZWTFJlVi5WYuNUZyFHTwYkWxo1TDVFNStiR3dVeKljeLR1K05We1dDOzInZah1Ss90dDJjV1NjarolNktmcmdXVSFHVOB1V&tablename=CJFD2014,JRLS201402026,4d0bd0f0-2314-11e9-a0c7-186590e0235b,
110,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=NJDX201306005&dbcode=CJFQ&dbname=CJFD2013&v=,服务业国际化条件下的创新与生产率——基于中国生产性服务企业数据的研究,"[20]服务业国际化条件下的创新与生产率——基于中国生产性服务企业数据的研究[J]. 刘丹鹭.  南京大学学报(哲学.人文科学.社会科学版).
         2013(06)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=ihUS01GNwRTOXVGauFkerokT31ERilGZHhjY2YVcPBlUF9Se3NXbNVXaJdXcJtmYiZWTFJlVi5WYuNUZkRmavcTb5tSbwgmV4IXUSpFZOJDSYhDWPZTOUd1ZnBXZJRnV6NkY1B3S1NjarolNktmcmdXVSFHVOB1V&tablename=CJFDHIS2,NJDX201306005,4d0bd1ae-2314-11e9-aad2-186590e0235b,
111,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=ZWGD201309006&dbcode=CJFQ&dbname=CJFD2013&v=,创新国际化行为对创新绩效的影响研究,"[21]创新国际化行为对创新绩效的影响研究[J]. 徐晨,吕萍.  管理评论.
         2013(09)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=ihUS01GNwRTOXVGauFkerokT31ERilGZHhjY2YVcPBlUF9Se3NXbNVXaJdXcJtmYiZWTFJlVi5WYuNUZ5InRvd2SGNHSrNma3FEcYlUQQBjMGZ0NzsGOulVSmlXYah1Ss90dDJjV1NjarolNktmcmdXVSFHVOB1V&tablename=CJFD2013,ZWGD201309006,4d0bd238-2314-11e9-bf48-186590e0235b,
112,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=CDSK201301014&dbcode=CJFQ&dbname=CJFD2013&v=,实际控制人对公司信息披露质量的影响研究,"[22]实际控制人对公司信息披露质量的影响研究[J]. 陈耿,龚玲,刘星.  重庆大学学报(社会科学版).
         2013(01)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=NF3Yp9Sa51maWV1dGRWeDZWQPZTOip3KltCV0Q2c3VDc3ZmeDZFS4sibhJ2Tzc1LppVbktkTDl3RR5WaGhkeWFFRFFjYolXQNBXd2JXZ150Yyc0MU9ySrcFWxVmMjx2ZJRXTBR2TqdXexs0VhljezVHeNtWOKRHU&tablename=CJFD2013,CDSK201301014,4d0bd2ee-2314-11e9-ab44-186590e0235b,
113,中国创业板企业国际化对技术创新的影响研究——基于实际控制人国内外属性视角,/kcms/detail/detail.aspx?filename=SXCJ201212010&dbcode=CJFQ&dbname=CJFD2012&v=,实际控制人对内部控制信息披露的影响——基于2009～2010年深圳主板A股上市公司的实证研究,"[23]实际控制人对内部控制信息披露的影响——基于2009～2010年深圳主板A股上市公司的实证研究[J]. 韩小芳.  山西财经大学学报.
         2012(12)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=NF3Yp9Sa51maWV1dGRWeDZWQPZTOip3KltCV0Q2c3VDc3ZmeDZFS4sibhJ2Tzc1LppVbktkTDl3RR5WaKJHVFtkZiNEWlJDRvczVRRUS5ZUNhRzRWNle1Q0Kzd2SHZXW4dVTytEapdXexs0VhljezVHeNtWOKRHU&tablename=CJFD2012,SXCJ201212010,4d0bd3ae-2314-11e9-8683-186590e0235b,
